codauto,ine.ccaa.name,cpro,ine.prov.name,cmun,name,LAU_CODE,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2024,POP_DENS_2024,AREA_KM2,YEAR,no2_median,pm25_median,nombre_limpio,renta.pc,renta_log,no2_log,pm25_log
"12",Galicia,"15","Coruña, A","077",Santa Comba,"15077",ES_15077,ES,Santa Comba,0,0,203.67805751,2024,1.70240745428066,3.51205693847967,santa comba,16.47,2.80154054418955,0.532043398844901,1.25620188819261
"12",Galicia,"15","Coruña, A","078",Santiago de Compostela,"15078",ES_15078,ES,Santiago de Compostela,0,0,219.99407522,2024,2.28520096470521,3.72786619386187,santiago de compostela,23.581,3.16044130303103,0.826453970021594,1.31583600397477
"12",Galicia,"15","Coruña, A","079",Santiso,"15079",ES_15079,ES,Santiso,0,0,67.39897891,2024,1.50829689473985,3.3688092210655,santiso,16.093,2.77838439483636,0.410981130008441,1.21455933505772
"12",Galicia,"15","Coruña, A","080",Sobrado,"15080",ES_15080,ES,Sobrado,0,0,120.67924869,2024,1.5808685547885,3.21524027497994,sobrado,16.131,2.78074288649565,0.457974414219737,1.16790209050509
"12",Galicia,"15","Coruña, A","081","Somozas, As","15081",ES_15081,ES,"Somozas, As",0,0,70.94553605,2024,2.23294632222857,2.86104480051095,"somozas, as",16.729,2.81714374034914,0.803321934158243,1.0511868729845
"12",Galicia,"15","Coruña, A","082",Teo,"15082",ES_15082,ES,Teo,0,0,79.2761913,2024,2.00951258476355,3.77574862533209,teo,21.276,3.05757967688007,0.697892197521773,1.32859867438614
"12",Galicia,"15","Coruña, A","083",Toques,"15083",ES_15083,ES,Toques,0,0,77.91138713,2024,1.37954572083975,3.2638220697999,toques,13.999,2.63898589849269,0.321754257177631,1.18289892268702
"12",Galicia,"15","Coruña, A","084",Tordoia,"15084",ES_15084,ES,Tordoia,0,0,124.55410395,2024,2.25583073324029,3.6064299566018,tordoia,16.639,2.81174933743337,0.813518301228883,1.28271835133997
"12",Galicia,"15","Coruña, A","085",Touro,"15085",ES_15085,ES,Touro,0,0,115.33790683,2024,2.14181202994059,3.68344307481513,touro,15.817,2.76108531098135,0.761652213712067,1.30384793291928
"12",Galicia,"15","Coruña, A","086",Trazo,"15086",ES_15086,ES,Trazo,0,0,101.38000762,2024,2.25580362420796,3.64652148579671,trazo,17.032,2.83509392759118,0.813506283839978,1.29377369559446
"12",Galicia,"15","Coruña, A","087",Valdoviño,"15087",ES_15087,ES,Valdoviño,0,0,88.1912503,2024,2.82262604706242,3.37997224109351,valdovino,17.994,2.89003836899493,1.03766767399403,1.21786749676698
"12",Galicia,"15","Coruña, A","088",Val do Dubra,"15088",ES_15088,ES,Val do Dubra,0,0,108.65989417,2024,1.97736806158726,3.5854558507373,val do dubra,18.682,2.92756049345066,0.681766698629639,1.27688562098545
"12",Galicia,"15","Coruña, A","089",Vedra,"15089",ES_15089,ES,Vedra,0,0,52.78762828,2024,2.03230113411623,3.69000129503616,vedra,19.06,2.94759189822606,0.709168714659644,1.30562680901068
"12",Galicia,"15","Coruña, A","090",Vilasantar,"15090",ES_15090,ES,Vilasantar,0,0,59.11869509,2024,1.86999216908749,3.32924617980342,vilasantar,17.509,2.86271503444418,0.62593424320398,1.20274590593484
"12",Galicia,"15","Coruña, A","091",Vilarmaior,"15091",ES_15091,ES,Vilarmaior,0,0,30.36752839,2024,2.8438720703125,3.3656005859375,vilarmaior,19.183,2.9540244701542,1.04516652862001,1.21360642739016
"12",Galicia,"15","Coruña, A","092",Vimianzo,"15092",ES_15092,ES,Vimianzo,0,0,187.51626976,2024,1.45238636193114,3.39747687731987,vimianzo,16.846,2.82411323989317,0.373207970491336,1.22303306122747
"12",Galicia,"15","Coruña, A","093",Zas,"15093",ES_15093,ES,Zas,0,0,133.05970068,2024,1.53901270873989,3.39780153304862,zas,18.013,2.89109371944142,0.431141112613346,1.22312861455417
"12",Galicia,"15","Coruña, A","901",Cariño,"15901",ES_15901,ES,Cariño,0,0,47.17960539,2024,1.91869349018505,2.97846546717567,carino,15.193,2.72083479546163,0.651644480550315,1.09140822398739
"12",Galicia,"15","Coruña, A","902",Oza-Cesuras,"15902",ES_15902,ES,Oza-Cesuras,0,0,151.72511572,2024,2.4239585215882,3.41419752460833,oza-cesuras,17.672,2.87198146611782,0.885401956504639,1.22794247993594
"12",Galicia,"27",Lugo,"001",Abadín,"27001",ES_27001,ES,Abadín,0,0,195.59718135,2024,1.18102102601113,2.67160932879202,abadin,16.718,2.81648598327696,0.166379340622479,0.982681035700356
"12",Galicia,"27",Lugo,"002",Alfoz,"27002",ES_27002,ES,Alfoz,0,0,77.47435363,2024,1.27382886085544,2.55305906849648,alfoz,16.683,2.81439023687354,0.242027215988016,0.937292274888083
"12",Galicia,"27",Lugo,"003",Antas de Ulla,"27003",ES_27003,ES,Antas de Ulla,0,0,103.57967248,2024,1.08122397258872,3.21906804085363,antas de ulla,15.847,2.76298020796067,0.0780937073799821,1.16909188935754
"12",Galicia,"27",Lugo,"004",Baleira,"27004",ES_27004,ES,Baleira,0,0,168.85826266,2024,0.977940980186781,3.54517492289128,baleira,15.836,2.76228582924388,-0.0223059582255798,1.26558750231858
